,tweet,lemma
243,i’m tired of performing trauma: five cartoonists on metoo  … via,"['tired', 'performing', 'trauma', 'cartoonist']"
244,dont be a safe haven. rape taunts are sexual abuse. metoo …,"['safe', 'rape', 'taunt', 'sexual', 'abuse']"
245,keep telling it outloud! so sorry it happened to you thanks to you for speaking metoo …,"['keep', 'tell', 'outloud', 'happen', 'thank', 'speak']"
246,metoo mass sexual abuser msa  msa   …,"['mass', 'sexual', 'abuser', 'msa', 'msa']"
247,yes. thanks. so important to keep telling this story! metoo i am one of the    1984. age 22.,"['thank', 'important', 'keep', 'tell', 'story', 'age']"
248,metoo  nyc 1984. he spoke to me on the corner of 49th and broadway.  …,"['nyc', 'speak', 'corner', 'broadway']"
249,metoo 1984 nyc at 22. before that age 16 in iowa - dont go into the prop room alone with the director of community theater,"['nyc', 'age', 'iowa', 'go', 'prop', 'room', 'alone', 'director', 'community', 'theater']"
250,metoo jt on the streets of ny. harvard club. im sa what can the guilds do to protect members? id like to work on that.,"['jt', 'street', 'harvard', 'club', 'be', 'guild', 'protect', 'member', 'would', 'work']"
251,metoo nyc about 1984  sexual predator got me alone in a room at the  hey harvard revoke his membershi,"['nyc', 'sexual', 'predator', 'get', 'alone', 'room', 'harvard', 'revoke', 'membershi']"
252,metoo new york city 1984  sexual predator. headquarters,"['new', 'york', 'city', 'sexual', 'predator', 'headquarters']"
253,molestation catcalling stalking eve teasing sexist remark... how many? i have lost the count!! metoo,"['molestation', 'catcall', 'stalk', 'eve', 'tease', 'sexist', 'remark', 'many', 'lose', 'count']"
254,everyday every time... metoo,"['everyday', 'time']"
255,another insightful piece by in on metoo  “we are so commodified by our sexuality that by the time we are middle-aged we are useless ” she told me. after years of chronic harassment she feels “used up.”,"['insightful', 'piece', 'commodifi', 'sexuality', 'time', 'middle', 'age', 'useless', 'tell', 'year', 'chronic', 'harassment', 'feel', 'use']"
256,reading this by in is best thing i’ve done all day & grt list of    metoo,"['read', 'good', 'thing', 'do', 'day', 'grt', 'list']"
257,thx for this latest piece in  “we’ve found our voices discovered our power.“ metoo,"['late', 'piece', 'find', 'voice', 'discover', 'power']"
258,every industry infected by this disease. we can do better we should do better.   metoo,"['industry', 'infect', 'disease', 'better', 'better']"
259,dear i love & grateful for her work & amplification but metoo was created by a  burke,"['dear', 'love', 'grateful', 'work', 'amplification', 'create', 'burke']"
260,i support you. i believe you. its not your fault. you never asked for it. you are brave. you are loved. you are not alone. metoo,"['support', 'believe', 'fault', 'never', 'ask', 'brave', 'love', 'alone']"
261,i am against  metoo,[]
262,the raw power of metoo -  -absolutely brilliant a must read metoo …,"['raw', 'power', 'absolutely', 'brilliant', 'must', 'read']"
263,lawmaker on sex and politics: its about a culture-a big metoo in r.i. general assembly women now&then(that’s me)  …,"['lawmaker', 'sex', 'politic', 'culture', 'big', 'general', 'assembly', 'woman']"
264,metoo sexual assault is an act of violence&power. it’s not how you look or dress if it was 85yr old women in wheelchairs wouldn’t be raped,"['sexual', 'assault', 'act', 'violence', 'power', 'look', 'dress', 'yr_old', 'woman', 'wheelchair', 'rap']"
265,metoo why i passed 1st good samaritan law in us. people watched&did nothing as a woman violently raped on a pool table in new bedford ma.,"['pass', 'st', 'good', 'samaritan', 'law', 'people', 'watch', 'nothing', 'woman', 'violently', 'rap', 'pool', 'table', 'new', 'bedford']"
266,ri lawmakers share metoo revelations of sexual assault harassment-this is the world women live in.we face it&fight …,"['lawmaker', 'share', 'revelation', 'sexual', 'assault', 'harassment', 'world', 'woman', 'live', 'face', 'fight']"
267,+for my daughter started at 7 years old. didn’t find out until she was an adult after she was raped. metoo,"['daughter', 'start', 'year', 'old', 'find', 'adult', 'rap']"
268,no one should be ashamed of being attacked because it’s a criminal act. we stand together we speak out together&win metoo,"['ashamed', 'attack', 'criminal', 'act', 'stand', 'together', 'speak', 'together', 'win']"
269,metoo i was a state senator and this damn political hack&lobbyists would corner me&grab my breast.doesn’t matter who or what you are,"['state', 'senator', 'damn', 'political', 'hack', 'lobbyist', 'would', 'corner', 'grab', 'breast', 'matter']"
270,the resistance twitter (minus nazis my bichons gallows humor metoo investigative journalists that pic where obama glares down at putin macallan 18...ok 12 pretending my stepson isnt pro-trump faith in mueller & his dream team,"['resistance', 'twitter', 'minus', 'nazis', 'bichon', 'gallow', 'humor', 'investigative', 'journalist', 'pic', 'obama', 'glare', 'putin', 'macallan', 'ok', 'pretend', 'stepson', 'pro', 'trump', 'faith', 'muell', 'dream', 'team']"
271,no we read the whole essay and rejected her stated thesis.  metoo,"['read', 'whole', 'essay', 'reject', 'state', 'thesis']"
272,this is much better than your last apology. thank you please visit to continue educating yourself. metoo …,"['much', 'good', 'last', 'apology', 'thank', 'visit', 'continue', 'educate']"
273,i actually really appreciated & could relate to his metoo experience being sexually harassed.,"['actually', 'really', 'appreciate', 'could', 'relate', 'experience', 'sexually_harass']"
274,and everyone else who has a metoo incident but isnt ready to speak its ok.,"['everyone', 'else', 'incident', 'ready', 'speak']"
275,hey everyone on metoo what happened to you was shameful. the person who did it was shameful. you? youre a bright light,"['everyone', 'happen', 'shameful', 'person', 'shameful', 'be', 'bright', 'light']"
276,so yeah. there was that. not to mention the countless times i got inappropriately touched in the street or on the train. metoo …,"['mention', 'countless', 'time', 'get', 'inappropriately', 'touch', 'street', 'train']"
277,he mockingly snaked his hand toward me later that day while i sat watching my friend in the pool. metoo …,"['mockingly', 'snake', 'hand', 'later', 'day', 'sit', 'watch', 'friend', 'pool']"
278,he was a family friend type person. my friend had gone off to swim. i had my period so sat on the couch alone. thats when he did it. metoo …,"['family', 'friend', 'type', 'person', 'friend', 'go', 'swim', 'period', 'sit', 'couch', 'alone', 's']"
279,ok. i was 14. it was a married man who looked 50+. his hands trailed over my clothed child body. he laughed at my discomfort. metoo,"['married', 'man', 'look', 'hand', 'trail', 'clothe', 'child', 'body', 'laugh', 'discomfort']"
280,and many many men can use metoo too. they too have born the brunt of other trashy men.,"['many', 'many', 'man', 'bear', 'brunt', 'trashy', 'man']"
281,yes metoo because  you want to fight me on this? then fight your brothers giving you the trash name.,"['want', 'fight', 'fight', 'brother', 'give', 'trash', 'name']"
282,metoo,[]
283,walking along the street in bangkok with then boyfriend guy on motorbike drives past and grabs my breast. metoo,"['walk', 'street', 'bangkok', 'boyfriend', 'guy', 'motorbike', 'drive', 'grab', 'breast']"
284,when getting a haircut in bombay male hairdresser gave me neck massage which ended with his hands on my breasts. utter shock. metoo,"['get', 'haircut', 'bombay', 'male', 'hairdresser', 'give', 'neck', 'massage', 'end', 'hand', 'breast', 'utter', 'shock']"
285,metoo …,[]
286,metoo …,[]
287,strategy worked well for me. i had tape to use if he ever bothered me again & he dropped out of program before end of year.  metoo,"['strategy', 'work', 'well', 'tape', 'ever', 'bother', 'drop', 'program', 'end', 'year']"
288,thought about reporting him to police but chose instead to tell every female grad student in my department about his behavior.  metoo,"['think', 'reporting', 'police', 'choose', 'instead', 'tell', 'female', 'grad', 'student', 'department', 'behavior']"
289,took tape out of machine double bagged it stuffed it in a box in back of closet. wanted to save as evidence if i needed it.  metoo,"['take', 'tape', 'machine', 'double', 'bag', 'stuff', 'box', 'back', 'closet', 'want', 'save', 'evidence', 'need']"
290,a grad student in my department pissed that i would not date him left an obscene sickening message on my voicemail.  metoo,"['grad', 'student', 'department', 'piss', 'would', 'date', 'leave', 'obscene', 'sickening', 'message', 'voicemail']"
291,i was 13. seethed with rage for yrs. he was small. i was tall strong an athlete. i froze from shock but i could have pounded him. metoo,"['seethe', 'rage', 'yrs', 'small', 'tall', 'strong', 'athlete', 'froze', 'shock', 'could', 'pounded']"
292,"i o m de mediala efterdyningarna av metoo är väl ändå myten om den ""fula gubben"" en gång för alla avlivad? hoppas det.","['efterdyningarna', 'av', 'val', 'anda', 'myten', 'den', 'fula', 'gubben', 'gang', 'alla', 'avlivad', 'hoppas', 'det']"
293,metoo,[]
294,. when i was 14 years old my stepfather drew me to him his legs spread and rubbed me against him i can still smell the booze. always thought it was my fault. i’m 73 metoo,"['year', 'old', 'stepfather', 'draw', 'leg', 'spread', 'rub', 'still', 'smell', 'booze', 'always', 'think', 'fault']"
295,i think they brought harvey weinstein down cause they couldn’t get trump. trump has done that and worse metoo,"['think', 'bring', 'harvey_weinstein', 'because', 'get', 'trump', 'trump', 'do', 'worse']"
296,you know what metoo means right  it means you’ve been a victim of assault not that you like donald trump,"['know', 'mean', 'right', 'mean', 'victim', 'assault', 'donald_trump']"
297,go away metoo,"['go', 'away']"
298,what all women know about donald trump (and harvey weinstein)  … metoo,"['woman', 'know', 'donald_trump', 'harvey_weinstein']"
299,"metoo thank you joe biden ""silence is complicity""  …","['thank', 'joe', 'biden', 'silence', 'complicity']"
300,yeah. metoo,[]
301,russian media refuses to believe tatiana gutsu when she says she was raped metoo   … via,"['russian', 'medium', 'refuse', 'believe', 'tatiana', 'gutsu', 'say', 'rap']"
302,corey feldman identifies one of the men he has accused of molesting him metoo  … via,"['corey', 'feldman', 'identifie', 'man', 'accuse', 'molest']"
303,a comedian called out an alleged rapist—and was sued for $38 million metoo  … via,"['comedian', 'call', 'allege', 'rapist', 'sue']"
304,why are men like this metoo,['man']
305,he was my friend. best friend of my 1st love. i trusted him. he was driving me home. knew him for years. he raped me. never reported metoo,"['friend', 'good', 'friend', 'love', 'trust', 'drive', 'home', 'know', 'year', 'rap', 'never', 'report']"
306,metoo  …,[]
307,why only feature bisexual women? what about lesbian pan and tran we are all part of metoo,"['feature', 'bisexual', 'woman', 'lesbian', 'pan', 'tran', 'part']"
308,incredible brilliant campaign. thank you for your very important advocacy.  metoo …,"['incredible', 'brilliant', 'campaign', 'thank', 'important', 'advocacy']"
309,i passed on script writing gig wldhv adv my career. 40 yr old boss dating 17 yr old. values over $$  metoo,"['pass', 'script', 'writing', 'gig', 'wldhv', 'adv', 'career', 'yr_old', 'boss', 'date', 'yr_old', 'value']"
310,and so it begins... (for me anyway i know tons of women have been brigaded far worse for speaking up against sexual assault). metoo …,"['begin', 'anyway', 'know', 'ton', 'woman', 'brigade', 'far', 'worse', 'speak', 'sexual', 'assault']"
311,i spoke out against sexual assault was banned on ur site. please stop banning women that speak up ban men that brigade us metoo,"['speak', 'sexual', 'assault', 'ban', 'site', 'stop', 'ban', 'woman', 'speak', 'ban', 'man', 'brigade']"
312,i repressed & internalized the shame of being sexually assaulted. i hope no one else experiences ever. im contributing my voice to metoo,"['repress', 'internalize', 'shame', 'sexually', 'assault', 'hope', 'else', 'experience', 'ever', 'be', 'contribute', 'voice']"
313,i repressed & internalized the shame of being sexually assaulted. i hope no one else experiences ever. im contributing my voice to metoo,"['repress', 'internalize', 'shame', 'sexually', 'assault', 'hope', 'else', 'experience', 'ever', 'be', 'contribute', 'voice']"
